sessionid,day,time,duration,room,track,type,kids category,title,description,participants
552,Sat,5:30 PM,1hr 15min,Independence,Meetups,Meetup,Only w/ Parent,Gal Pal Gathering- Femslashers unite!,"Let’s get together and share what queer lady romances in SFF media we can’t get enough of right now!  Discussions will likely be all ages friendly, but not every piece of media discussed or recommended will be.", Julie Vinomano (m)
556,Sat,5:30 PM,1hr 15min,Stone,Meetups,Meeting,Welcome,Artists Collaborate! ,"Meetup of creative types who are looking to collaborate. Let's say you're making an indie game, and you need someone to write a killer soundtrack. Or, you're a musician, but you need a graphic designer to work on your merch. Or, you're a graphic designer who wants to learn animation, or an animator who needs voice talent.  Bring samples of your work if you like, but mostly you're hanging out, meeting people, making friends, building connections, etc.", Andy Hicks (m)
557,Sat,1:00 PM,1hr 15min,Pool,Meetups,Meetup,Only w/ Parent,Cosplay at Hawkins Pool,Stranger Things at Hawkins Pool! Stranger Things and/or Stranger Things pool-inspired cosplay for a fun meet-up at the hotel pool!, Max Impakt / Ask Kaylee Frye (m)
558,Sat,8:30 PM,3hr,Harbor Ballroom I,Meetups,Board Game,Welcome,Meetup to Play Board Games,"Come to the tabletop game room and meetup with other interested in playing a board game.  Meetup, say hi, then break into groups to play board games from the large collection of available games.  ",
559,Sun,8:30 PM,4hr,Harbor Ballroom I,Meetups,Tabletop RPG,Only w/ Parent,Indie RPG meetup,"Are you interested in playing or running an indie RPG?  Come by the tabletop game room to meetup with other indie RPG players and GMs, then break into smaller groups for games.",
560,Sun,8:30 AM,1hr 15min,Alcott,Meetups,Participatory Event,Welcome,Sunday Christian Services ,Non denominational Christian service. , Craig R McDonough (m)
561,Sat,7:00 PM,1hr 15min,Adams,Workshops,Workshop,Welcome,Writers' Improv,"Using the games and techniques of improvisation, writers break through writer's block and vanquish their inner critics. There are games to help writers come up with plots, games to explore character motivations, and games to develop scenes and settings. Writers come away enthused and excited to write. Interview your protagonist! Have your protagonist and antagonist debate! Turn the scene around and find out how it looks from another character's point of view! Sign up in Program Nexus. Limit: 15.", Alisa Kwitney (m)
562,Sun,1:00 PM,1hr 15min,Adams,Workshops,Workshop,Welcome,Graphic Novel Writing,"Learn how to turn your ideas into a graphic novel script from a former DC Comics editor. We will cover thinking visually, understanding the differences between writing for TV or film and writing for comics, working collaboratively with artists and how to avoid the five big mistakes of comic book writing.. Sign up in Program Nexus. Limit: 15.", Alisa Kwitney (m)
563,Sun,11:30 AM,1hr 15min,Independence,Workshops,Workshop,Welcome,Create a Telephone Wire Tree,"Using recycled telephone wire, we'll make small but colorful wire trees for you to take home. All materials and tools provided, and display ideas will be shown. Ages 8+ suggested. Sign up in Program Nexus. Limit: 20.", Lisa Hertel (m)
564,Sat,2:30 PM,1hr 15min,Adams,Workshops,Workshop,Welcome,Gravity Defying Headdresses Using EVA Foam,"Cosplayers everywhere are using EVA foam to create lightweight, self-supporting, wearable pieces. What’s the difference between a perfect piece and one that’s “not quite right?” A few simple techniques can turn you from a newbie into an experienced foamsmith. Learn how to pattern, cut, shape, and attach patterned parts to create incredible headwear that is feather-light yet strong enough to last years! No materials fee. Info packets will be available. Sign up in Program Nexus. Limit: 20.", Basil El Halwagy (m)
565,Sun,10:00 AM,1hr 15min,Adams,Workshops,Workshop,Welcome,Paint Your Own Suits! Using Fabric Paint,"For 10 years I’ve been creating my own characters by fabric painting patterns on cotton unitards. In this workshop I’ll share my approach and my techniques, using Jacquard fabric paint. I’ll cover masking, airbrush, spraying, stenciling, creating vinyl patterns with interesting motifs, and of course, brush painting on fabric. This workshop will be a demonstration covering lots of information, and info packets will also be available. No materials fee. Sign up in Program Nexus. Limit: 20.", Basil El Halwagy (m)
566,Sat,10:00 PM,1hr 15min,Independence,Meetups,Meetup,Only w/ Parent,Late Night Writers Cafe,"Come meetup with other writers.  Share ideas, read someone else's work, or just get together to talk about writing."," James L. Cambias (m), Julia Gilstein"
567,Sun,4:00 PM,1hr 15min,Independence,Meetups,Meeting,Welcome,Geocaching and letterboxing meetup,"Come meet others currently participating in or interested in geocaching and/or letterboxing.  Trade tips and tricks, or just come to learn more about these geography games."," Jude Shabry (m), Eric ""in the Elevator"" Zuckerman"
568,Fri,7:00 PM,3hr,Alcott,Gaming,LARP,Welcome,Ultimate Are You a Werewolf?,"Ultimate Are You a Werewolf is a social deduction game that pits you against an unknown enemy. Work with others over multiple rounds to either figure out who is a murderous werewolf before it’s too late or hide yourself from those pesky people attempting to root you out, you murderous werewolf.", Dan Chase (m)
570,Sat,5:30 PM,4hr,Lewis,Gaming,LARP,PG-13,Mind’s Eye Society-Changeling: the Lost 2E,"Chatham’s a quintessential Cape fishing town—but the Changelings there are anything but typical. The Tide Courts are welcoming visitors for the first time in almost a century. Rumor says a bargain struck 200 years ago has kept them safe, but people go missing anyway. If the lighthouse stays lit, the town is safe…so why are the beaches so crowded? Part of an ongoing chronicle; focused on mystery, discovery, and personal turmoil. Build a character or use our sheets for new players.",
571,Sun,2:30 PM,4hr,Lewis,Gaming,LARP,Welcome,Mind’s Eye Society: Werewolf,"Boston is a city under siege. The Gaians are here to protect it. Beneath a new corporation’s stranglehold over the land, the spirits cry for help. The Sept of Fang and Talon answers the call. They must gather resources and assemble a strike force to put their foes to sleep and strike a devastating blow for Gaia. These are the few moments before the Sept makes its move. Do they have what it takes to cut clean the sickness that poisons the land?"," Dan Chase (m), DJ Dirge"
572,Sun,7:00 PM,4hr,Lewis,Gaming,LARP,Welcome,Mind’s Eye Society: Vampire,"Those you relied on for order are gone and the city is falling around you. The night sky holds dark omens and humanity is in chaos. You know if you want to live to see another night, you have to act and you have to act fast, but this is more responsibility than you've ever had in your young unlife. With limited time and resources, what will you choose to protect? What will you sacrifice to get what you want?", DJ Dirge (m)
573,Sat,10:00 AM,2hr 30min,Stone,Gaming,Participatory Event,Welcome,NERF WAR- Kids Edition,"Bring your NERF guns and plenty of ammo for an all-out NERF gun battle! Please note that protective eyewear is *Mandatory* -- bring goggles if you have them. A limited number of NERF guns and protective goggles are available for those who don't own any. Because of safety considerations, please do not bring modified NERF guns.
",
574,Mon,11:30 AM,3hr,Lewis,Gaming,LARP,PG-13,Ex Arcana – Memphis,"Wizards from across time unite to confront an ancient threat. A card-based parlor LARP using the CHRONOS system. Characters provided, or bring a 13-point PC. Costuming hints: Victoriana, Wild West, modern occultist, pulp adventurer, magic-punk.", Jason Schneiderman (m)
575,Fri,5:30 PM,1hr 15min,Adams,Workshops,Workshop,Welcome,Figure Drawing: Basics and Creativity,Always wanted to try figure drawing but found the studio setting too stuffy? Haven't been keeping up with your drawing skills and want a refresher in a comfortable environment? Come do some social and relaxed figure drawing with a few specific exercises and some helpful hints offered by the proctor. Bring a sketchbook and pencil. Sign up in Program Nexus. Limit: 20., Griffin Ess  (m)
576,Mon,10:00 AM,1hr 15min,Adams,Workshops,Workshop,Welcome,”Figure Writing” with a Live Writing Prompt,"""Figure Writing"" is similar to Figure Drawing where you have a human subject you're deconstructing for visual exploration. This exercise involves having a human subject you're deconstructing for narrative purposes. Experience this innovative style of writing exercise. Be prepared to ask penetrating questions about the character the subject is portraying. Bring a laptop or tablet you can write on. Sign up in Program Nexus. Limit: 20.", Griffin Ess  (m)
577,Mon,2:30 PM,1hr 15min,Adams,Workshops,Workshop,Welcome,Simple Solutions for Creative Project Pitfalls,"In most creative endeavors there are key points where failure to complete is more likely than not. About 20% into a new project you're more likely to give up than keep going. At 50% you're more likely to restart than finish. Griffin will walk you through the reasons these issues occur from a psychological perspective, and through ways to audit, avoid, and overcome these traps in general. Bring a notebook, and a past or present project to use as an example. Sign up in Program Nexus. Limit: 20.", Griffin Ess  (m)
578,Sat,1:00 PM,1hr 15min,Adams,Workshops,Workshop,Welcome,Decorate a Mini-Hat/Fascinator,"Join us to create your own mini-hat! There will be mini hats and fascinator bases which clip to the hair, and all manner of ribbon, trim, flowers, netting, feathers, and other decorative elements to attach to your hat. $5 materials fee. Sign up in Program Nexus. Limit: 20."," Lisa A Ashton, Carol Salemi (m)"
579,Sat,8:30 PM,1hr 15min,Marina 2,Literature,Reading,Welcome,Broad Universe Rapid Fire Reading,"Come discover your new favorite writer as members of Broad Universe read short excerpts from their work. Each writer has just a few minutes to show you what we're capable of! We offer chocolate and the chance to win prizes. Broad Universe is an international organization that supports women and other non-privileged gender writers, editors, and publishers. NOTE: Not all authors may be in attendance for the entire time slot. Other members of Broad Universe not listed may be reading.
"," LJ Cohen, Marianna Martin PhD, Terri Bruce, Randee Dawn, E. C. Ambrose (m)"
587,Sat,11:30 AM,1hr 15min,Douglas,ConComm,Panel,Welcome,Saturday Feedback Sessions,Tell us how to improve Arisia while there's still time to fix (some) things!, Diana Hsu
588,Mon,2:30 PM,1hr 15min,Otis,ConComm,Panel,Welcome,Monday Feedback Session,Tell us how to improve Arisia for next year!, Diana Hsu
589,Sun,1:00 PM,2hr 30min,Marina 3,ConComm,Panel,Welcome,Arisia January Corporate Meeting,"Arisia, Inc. is the non-profit that signs our contracts, owns our equipment, sets our policies, elects and appoints senior leadership, and handles incident investigation between conventions. Recent events have put a spotlight on Arisia governance, and we welcome you to participate in the official business of running Arisia and related activities.",
590,Mon,10:00 AM,1hr 15min,Independence,Music,Workshop,Welcome,Songwriting Round-table,"Come talk about writing songs; discussing topics such as the overall creation process, where you go for inspiration, what helps you when you get stuck, whether you write your own melodies or re-purpose existing ones, etcetera,  This will be a round-table discussion, so, as with Music Track's singing sessions, all attendees are encouraged to participate."," Nat Budin, Naomi Hinchen (m)"
